center_id,district,crop,farmers_arrived,farmers_processed,queue_length,number_of_counters,average_processing_time,arrival_rate,hour,day_of_week,is_weekend,is_holiday,waiting_time
C005,Nashik,Paddy,31,30,1,6,5.0,8.66,18,3,0,0,2.3
C005,Nashik,Gram,43,15,28,4,5.0,4.17,9,4,0,0,40.2
C002,Ludhiana,Soybean,45,30,15,6,4.0,3.47,16,4,0,0,13.1
C004,Sehore,Soybean,40,15,25,4,7.0,2.44,13,5,0,0,56.8
C001,Karnal,Wheat,28,6,22,4,8.0,3.92,10,4,0,0,45.5
C001,Karnal,Mustard,58,45,13,3,8.0,9.43,11,2,0,0,45.2
C001,Karnal,Gram,29,25,4,5,4.0,2.75,12,0,1,0,6.1
C004,Sehore,Gram,53,27,26,3,6.0,9.79,18,0,1,0,64.5
C005,Nashik,Wheat,44,42,2,6,5.0,8.37,15,4,0,0,1
C002,Ludhiana,Paddy,51,10,41,5,4.0,9.62,11,1,0,0,46.5
C002,Ludhiana,Gram,80,38,42,6,8.0,9.44,13,3,0,0,74.4
C003,Indore,Gram,73,29,44,5,4.0,3.91,17,4,0,0,39.1
C004,Sehore,Wheat,60,40,20,2,5.0,8.94,9,3,0,0,51.7
C003,Indore,Paddy,65,28,37,2,6.0,4.83,9,1,0,0,115.3
C004,Sehore,Mustard,49,41,8,5,5.0,5.91,13,6,1,0,12.1
C005,Nashik,Maize,61,37,24,3,7.0,8.76,13,2,0,0,72.5
C004,Sehore,Mustard,50,8,42,2,8.0,7.93,11,5,0,0,213.1
C001,Karnal,Mustard,67,30,37,5,5.0,8.83,11,3,0,0,51.4
C003,Indore,Soybean,41,11,30,5,8.0,2.69,9,3,0,0,50.4
C003,Indore,Wheat,75,36,39,4,6.0,3.7,15,0,1,0,70.1
C002,Ludhiana,Soybean,62,41,21,3,5.0,2.25,17,6,1,0,44.5
C003,Indore,Soybean,22,18,4,5,5.0,8.94,18,3,0,0,5.0
C001,Karnal,Paddy,36,10,26,2,6.0,4.39,15,6,1,0,91.7
C003,Indore,Paddy,54,26,28,2,4.0,9.71,12,1,0,0,75.1
C004,Sehore,Soybean,77,32,45,6,5.0,4.84,17,3,0,0,43.1
C005,Nashik,Paddy,54,14,40,2,8.0,4.59,13,0,1,0,234.6
C002,Ludhiana,Soybean,75,31,44,4,4.0,4.1,8,3,0,0,50.7
C004,Sehore,Maize,21,18,3,6,4.0,7.97,11,3,0,0,4.0
C005,Nashik,Soybean,31,17,14,3,6.0,9.77,17,0,1,0,33.3
C003,Indore,Mustard,81,36,45,6,4.0,7.19,15,3,0,0,34.8
C005,Nashik,Soybean,24,16,8,6,6.0,5.67,13,1,0,0,9.6
C004,Sehore,Soybean,64,23,41,4,7.0,7.62,9,0,1,0,85.8
C001,Karnal,Gram,76,44,32,5,4.0,9.42,9,5,0,0,29.8
C001,Karnal,Maize,33,19,14,4,7.0,8.22,16,3,0,0,27.6
C001,Karnal,Mustard,92,50,42,5,7.0,8.28,14,0,1,0,90.7
C005,Nashik,Mustard,51,31,20,4,6.0,7.39,8,3,0,1,24.5
C003,Indore,Gram,37,15,22,6,6.0,9.67,14,1,0,0,29.7
C005,Nashik,Maize,69,32,37,5,4.0,3.03,18,3,0,0,32.7
C003,Indore,Gram,26,11,15,3,7.0,7.68,10,4,0,0,37.1
C004,Sehore,Maize,36,25,11,4,8.0,3.63,9,0,1,0,27.1
C005,Nashik,Paddy,45,10,35,2,8.0,6.57,8,5,0,0,146.1
C003,Indore,Paddy,37,17,20,3,5.0,6.28,11,5,0,0,45.2
C003,Indore,Maize,20,14,6,2,6.0,7.02,18,4,0,0,17.2
C005,Nashik,Wheat,40,21,19,2,5.0,9.16,9,0,1,0,56.4
C002,Ludhiana,Soybean,33,31,2,2,7.0,2.59,18,0,1,0,8.0
C003,Indore,Maize,36,24,12,5,5.0,2.08,10,5,0,0,13.9
C001,Karnal,Wheat,75,44,31,4,6.0,6.8,8,1,0,0,49.2
C001,Karnal,Paddy,41,6,35,6,4.0,6.14,10,1,0,0,26.0
C002,Ludhiana,Wheat,25,10,15,4,5.0,7.82,10,2,0,0,19.3
C001,Karnal,Mustard,66,36,30,6,6.0,5.49,14,1,0,0,39.9
C003,Indore,Soybean,62,24,38,2,8.0,3.33,11,5,0,0,196.1
C004,Sehore,Gram,51,11,40,4,6.0,6.86,14,1,0,0,79.3
C001,Karnal,Soybean,54,21,33,3,4.0,6.69,12,4,0,0,59.5
C005,Nashik,Mustard,24,16,8,5,4.0,8.47,14,6,1,0,9.1
C002,Ludhiana,Maize,35,25,10,4,6.0,2.98,13,5,0,1,15.5
C004,Sehore,Gram,45,9,36,4,5.0,5.08,17,1,0,0,47.7
C003,Indore,Maize,83,46,37,6,4.0,5.37,14,2,0,0,34.1
C001,Karnal,Soybean,49,31,18,5,4.0,2.95,15,1,0,0,16.9
C002,Ludhiana,Gram,48,46,2,2,6.0,8.27,17,0,1,0,6.3
C004,Sehore,Wheat,29,26,3,6,8.0,7.16,9,3,0,0,5.6
C003,Indore,Mustard,36,10,26,4,6.0,6.45,13,3,0,0,51.4
C004,Sehore,Soybean,51,11,40,2,6.0,2.23,8,6,1,0,141.2
C003,Indore,Maize,21,10,11,5,5.0,3.53,13,6,1,0,19.1
C001,Karnal,Mustard,28,24,4,2,4.0,2.6,13,5,0,0,11.7
C003,Indore,Maize,72,34,38,3,5.0,2.96,13,6,1,0,95.9
C004,Sehore,Maize,72,38,34,5,4.0,3.92,15,5,0,0,30.4
C004,Sehore,Paddy,69,50,19,2,6.0,2.66,16,6,1,0,68.5
C002,Ludhiana,Maize,40,8,32,2,4.0,3.7,18,1,0,0,67.4
C004,Sehore,Wheat,76,38,38,4,5.0,6.11,13,6,1,0,73.7
C002,Ludhiana,Gram,43,28,15,2,5.0,5.08,15,6,1,0,43.7
C004,Sehore,Paddy,43,15,28,2,6.0,7.49,17,5,0,0,87.2
C001,Karnal,Maize,36,34,2,2,5.0,3.5,8,3,0,0,5.1
C003,Indore,Wheat,55,32,23,6,4.0,3.7,14,4,0,0,21.3
C004,Sehore,Mustard,50,46,4,4,4.0,5.06,14,1,0,0,5.1
C005,Nashik,Mustard,70,38,32,6,8.0,5.47,18,0,1,0,54.7
C002,Ludhiana,Wheat,59,22,37,2,4.0,3.91,16,0,1,0,91.1
C004,Sehore,Soybean,64,49,15,5,4.0,4.15,11,1,0,0,16.2
C003,Indore,Maize,12,11,1,6,6.0,3.48,17,3,0,0,2.5
C002,Ludhiana,Paddy,27,16,11,4,4.0,4.66,15,1,0,0,13.0
C004,Sehore,Mustard,26,9,17,2,5.0,3.37,8,4,0,0,44.4
C001,Karnal,Soybean,15,7,8,3,7.0,8.55,17,5,0,0,21.0
C005,Nashik,Gram,18,11,7,3,5.0,4.44,13,3,0,0,14.8
C005,Nashik,Mustard,58,34,24,5,6.0,2.11,13,2,0,0,40.4
C005,Nashik,Soybean,82,38,44,2,6.0,7.83,8,1,0,0,138.7
C002,Ludhiana,Mustard,57,41,16,5,4.0,7.93,14,2,0,0,16.3
C004,Sehore,Maize,89,48,41,2,6.0,6.36,15,4,0,0,129.6
C003,Indore,Mustard,49,22,27,5,8.0,4.47,8,4,0,0,45.8
C005,Nashik,Wheat,64,27,37,5,7.0,4.31,8,3,0,0,54.8
C002,Ludhiana,Gram,83,47,36,4,8.0,3.3,15,2,0,0,75.5
C004,Sehore,Wheat,50,12,38,3,6.0,2.43,12,0,1,0,114.5
C001,Karnal,Wheat,46,23,23,4,5.0,8.28,16,5,0,0,31.8
C001,Karnal,Maize,45,32,13,4,5.0,6.68,9,2,0,0,17.7
C003,Indore,Paddy,37,11,26,5,7.0,9.14,12,4,0,0,48.9
C003,Indore,Gram,30,13,17,3,5.0,5.33,11,2,0,0,36.6
C004,Sehore,Gram,39,11,28,3,7.0,3.11,15,5,0,0,70.4
C003,Indore,Soybean,61,31,30,4,7.0,9.69,15,0,1,0,62.1
C004,Sehore,Wheat,40,20,20,3,8.0,6.64,13,1,0,0,70.7
C003,Indore,Wheat,73,47,26,5,5.0,2.05,16,3,0,0,27.5
C003,Indore,Maize,50,11,39,2,6.0,8.58,17,3,0,0,123.1
C001,Karnal,Maize,53,49,4,6,8.0,3.64,10,4,0,0,5.8
C002,Ludhiana,Maize,65,24,41,3,6.0,7.75,8,6,1,0,100.0
C001,Karnal,Wheat,51,12,39,2,5.0,6.16,11,1,0,0,124.7
C005,Nashik,Soybean,32,24,8,5,4.0,5.24,10,6,1,0,9.7
C003,Indore,Gram,40,32,8,5,8.0,3.17,8,1,0,0,14.7
C002,Ludhiana,Paddy,48,35,13,6,8.0,5.84,12,5,0,0,23.6
C003,Indore,Maize,74,49,25,4,7.0,8.4,15,3,0,0,45.3
C003,Indore,Soybean,30,5,25,2,8.0,6.64,8,5,0,0,103.6
C004,Sehore,Wheat,64,34,30,4,5.0,4.22,10,2,0,0,42.5
C002,Ludhiana,Mustard,42,9,33,6,7.0,3.4,10,2,0,0,42.7
C004,Sehore,Maize,67,24,43,3,6.0,9.39,9,6,1,0,103.6
C004,Sehore,Gram,80,47,33,3,8.0,6.2,10,5,0,0,93.8
C003,Indore,Gram,12,7,5,6,7.0,2.24,10,1,0,0,4.9
C004,Sehore,Mustard,23,16,7,3,5.0,7.83,14,6,1,0,19.3
C001,Karnal,Gram,12,9,3,4,4.0,5.53,13,4,0,0,2.2
C002,Ludhiana,Mustard,38,13,25,2,7.0,9.91,17,4,0,0,89.5
C004,Sehore,Maize,28,15,13,4,5.0,5.47,16,6,1,0,18.6
C001,Karnal,Maize,16,13,3,2,5.0,9.15,13,6,1,0,11.3
C001,Karnal,Mustard,49,17,32,3,8.0,8.66,17,6,1,0,101.4
C005,Nashik,Gram,61,32,29,3,4.0,7.0,9,4,0,0,43.3
C003,Indore,Wheat,23,8,15,2,7.0,6.81,13,0,1,0,79.0
C003,Indore,Soybean,34,23,11,4,4.0,2.6,17,1,0,0,14.0
C005,Nashik,Mustard,43,39,4,5,8.0,7.58,9,4,0,0,8.5
C003,Indore,Maize,53,31,22,2,4.0,4.09,13,6,1,0,64.7
C003,Indore,Maize,41,9,32,2,5.0,8.45,17,4,0,0,84.9
C001,Karnal,Mustard,83,44,39,2,7.0,9.43,16,3,0,0,140.3
C001,Karnal,Wheat,52,19,33,2,7.0,7.2,14,3,0,0,149.7
C002,Ludhiana,Wheat,52,39,13,2,4.0,6.87,14,5,0,0,32.1
C004,Sehore,Wheat,58,13,45,5,7.0,5.44,14,4,0,0,83.9
C005,Nashik,Mustard,54,32,22,4,5.0,9.34,11,1,0,0,35.1
C004,Sehore,Maize,8,5,3,6,8.0,8.99,11,6,1,0,4.3
C004,Sehore,Paddy,48,27,21,4,4.0,6.82,11,2,0,0,28.4
C001,Karnal,Maize,56,39,17,2,4.0,3.65,13,6,1,0,51.8
C003,Indore,Gram,56,22,34,4,5.0,4.55,16,4,0,0,46.0
C004,Sehore,Maize,28,10,18,6,7.0,3.63,10,6,1,0,25.2
C005,Nashik,Paddy,17,7,10,2,6.0,9.82,15,5,0,0,33.0
C001,Karnal,Soybean,60,42,18,2,6.0,5.07,9,0,1,0,64.7
C004,Sehore,Wheat,36,7,29,5,7.0,3.8,14,1,0,0,54.4
C003,Indore,Wheat,45,43,2,6,6.0,8.04,13,6,1,0,4.4
C005,Nashik,Paddy,72,32,40,2,6.0,8.93,8,6,1,0,142.4
C003,Indore,Gram,78,41,37,5,7.0,8.15,12,1,0,0,69.1
C002,Ludhiana,Paddy,66,22,44,2,6.0,2.68,11,6,1,0,194.4
C004,Sehore,Wheat,46,22,24,6,6.0,7.27,18,6,1,0,28.5
C003,Indore,Gram,45,33,12,4,6.0,5.7,15,0,1,0,24.0
C004,Sehore,Maize,35,8,27,6,5.0,6.64,9,2,0,0,25.9
C001,Karnal,Soybean,39,21,18,3,6.0,8.95,10,1,0,0,36.7
C005,Nashik,Maize,54,46,8,2,5.0,2.31,18,4,0,0,21.3
C001,Karnal,Gram,38,21,17,3,4.0,2.13,13,4,0,0,30.8
C003,Indore,Wheat,41,12,29,2,8.0,6.09,11,1,0,0,148.0
C004,Sehore,Wheat,16,6,10,5,6.0,4.61,13,2,0,0,17.8
C003,Indore,Soybean,17,15,2,4,8.0,4.95,12,1,0,0,3.3
C005,Nashik,Paddy,75,42,33,4,8.0,7.7,11,3,0,0,84.6
C002,Ludhiana,Soybean,56,41,15,2,4.0,6.03,17,5,0,0,31.5
C001,Karnal,Gram,78,47,31,2,8.0,6.2,15,2,0,0,129.1
C003,Indore,Paddy,43,19,24,4,5.0,5.65,9,5,0,0,33.8
C004,Sehore,Mustard,73,37,36,2,6.0,2.61,13,5,0,0,138.2
C004,Sehore,Paddy,55,20,35,6,5.0,8.21,14,5,0,0,39.2
C003,Indore,Mustard,18,10,8,4,6.0,5.27,16,1,0,0,13.5
C002,Ludhiana,Paddy,23,12,11,5,4.0,5.35,16,5,0,0,11.1
C002,Ludhiana,Wheat,60,15,45,5,4.0,9.92,10,4,0,0,43.1
C004,Sehore,Mustard,85,40,45,3,7.0,3.93,12,0,1,0,157.6
C003,Indore,Gram,14,7,7,6,8.0,2.59,13,3,0,0,13.0
C004,Sehore,Mustard,54,42,12,5,5.0,9.33,16,0,1,0,13.3
C005,Nashik,Mustard,54,33,21,5,7.0,3.41,17,2,0,0,30.3
C003,Indore,Soybean,75,38,37,4,4.0,9.18,17,4,0,0,41.1
C003,Indore,Soybean,17,7,10,4,5.0,8.51,11,3,0,0,17.1
C005,Nashik,Mustard,34,15,19,2,6.0,2.95,12,3,0,0,75.1
C003,Indore,Mustard,62,47,15,6,4.0,4.23,9,1,0,0,11.8
C002,Ludhiana,Wheat,74,39,35,6,4.0,8.39,8,3,0,0,25.6
C002,Ludhiana,Mustard,67,38,29,6,7.0,3.01,15,2,0,0,38.2
C001,Karnal,Soybean,27,10,17,5,7.0,8.92,12,5,0,0,33.7
C001,Karnal,Maize,36,15,21,3,4.0,6.06,12,3,0,0,37.6
C001,Karnal,Maize,39,11,28,4,4.0,9.46,16,2,0,0,31.6
C001,Karnal,Maize,51,42,9,2,5.0,5.01,11,5,0,0,29.1
C004,Sehore,Paddy,26,17,9,5,6.0,7.08,9,4,0,0,12.9
C001,Karnal,Soybean,80,44,36,2,7.0,3.67,10,0,1,0,148.3
C004,Sehore,Maize,68,27,41,6,5.0,5.87,18,1,0,0,40.4
C003,Indore,Maize,71,30,41,5,7.0,6.78,16,3,0,0,61.2
C003,Indore,Soybean,63,47,16,5,6.0,5.4,10,3,0,0,21.8
C003,Indore,Maize,67,36,31,5,5.0,6.81,18,1,0,1,27.6
C002,Ludhiana,Soybean,42,21,21,2,8.0,7.4,14,3,0,0,107.2
C003,Indore,Wheat,41,26,15,4,7.0,7.09,8,2,0,0,26.9
C002,Ludhiana,Gram,84,44,40,3,4.0,4.64,17,4,0,1,48.4
C004,Sehore,Wheat,45,9,36,4,6.0,7.24,16,1,0,0,57.1
C002,Ludhiana,Gram,34,15,19,5,5.0,9.29,13,3,0,0,27.0
C001,Karnal,Wheat,44,37,7,2,8.0,5.18,15,0,1,0,32.2
C002,Ludhiana,Maize,30,12,18,3,4.0,8.5,14,5,0,0,33.4
C003,Indore,Wheat,83,50,33,2,4.0,8.1,14,0,1,0,100.2
C005,Nashik,Paddy,43,17,26,2,8.0,8.65,12,6,1,0,152.7
C001,Karnal,Mustard,24,11,13,4,7.0,4.11,18,4,0,0,23.5
C001,Karnal,Paddy,53,35,18,5,8.0,4.28,16,4,0,0,29.0
C004,Sehore,Maize,85,50,35,5,6.0,2.87,11,4,0,0,56.3
C002,Ludhiana,Soybean,48,11,37,4,7.0,7.14,13,1,0,0,87.3
C001,Karnal,Gram,74,42,32,3,5.0,4.0,10,3,0,0,57.1
C005,Nashik,Paddy,48,31,17,2,7.0,4.49,13,6,1,0,86.9
C005,Nashik,Gram,67,49,18,5,4.0,3.67,16,6,1,0,18.7
C002,Ludhiana,Mustard,73,40,33,5,7.0,8.87,9,0,1,0,55.4
C002,Ludhiana,Wheat,23,15,8,3,8.0,3.58,9,0,1,0,25.5
C005,Nashik,Soybean,57,30,27,3,8.0,2.07,9,3,0,0,76.1
C003,Indore,Gram,65,41,24,4,8.0,7.2,10,2,0,0,49.7
C005,Nashik,Maize,60,21,39,4,8.0,5.78,11,2,0,0,103.1
C002,Ludhiana,Paddy,26,25,1,6,7.0,5.33,10,3,0,0,3.2
C003,Indore,Maize,56,11,45,3,5.0,6.3,13,0,1,0,113.1
C002,Ludhiana,Wheat,42,27,15,4,8.0,7.03,11,2,0,0,40.9
C004,Sehore,Gram,70,30,40,4,6.0,9.47,16,4,0,0,63.6
C005,Nashik,Paddy,34,16,18,2,5.0,4.1,9,1,0,0,47.5
C004,Sehore,Mustard,61,22,39,6,8.0,9.73,17,5,0,0,55.5
C001,Karnal,Paddy,54,14,40,3,4.0,3.15,15,6,1,0,64.4
C001,Karnal,Paddy,75,47,28,6,7.0,5.77,12,4,0,0,43.2
C004,Sehore,Soybean,47,24,23,5,7.0,8.71,13,4,0,0,43.4
C002,Ludhiana,Paddy,68,40,28,4,5.0,5.53,12,5,0,0,48.7
C003,Indore,Paddy,77,47,30,2,6.0,4.77,14,1,0,0,117.6
C002,Ludhiana,Soybean,18,17,1,4,5.0,5.54,16,1,0,1,1
C001,Karnal,Mustard,44,43,1,4,8.0,4.18,18,2,0,0,1.7
C003,Indore,Mustard,52,50,2,2,8.0,9.42,17,5,0,0,6.9
C005,Nashik,Wheat,46,44,2,2,6.0,9.15,10,5,0,0,7.7
C002,Ludhiana,Wheat,37,33,4,5,4.0,7.1,8,2,0,0,3.9
C002,Ludhiana,Maize,70,48,22,6,4.0,8.79,13,5,0,0,22.9
C003,Indore,Gram,74,47,27,2,7.0,7.36,9,1,0,0,97.7
C003,Indore,Wheat,25,22,3,3,7.0,6.87,16,3,0,0,8.3
C001,Karnal,Mustard,35,12,23,4,8.0,4.73,17,6,1,0,55.9
C004,Sehore,Wheat,22,10,12,2,4.0,3.49,17,5,0,0,26.5
C001,Karnal,Paddy,26,20,6,4,7.0,4.46,18,5,0,0,12.7
C002,Ludhiana,Mustard,35,16,19,2,7.0,4.23,17,2,0,0,70.1
C003,Indore,Paddy,66,49,17,3,6.0,5.52,9,3,0,0,35.5
C005,Nashik,Soybean,67,29,38,3,4.0,3.25,17,1,0,0,55.0
C003,Indore,Paddy,58,22,36,4,8.0,2.73,11,2,0,0,93.4
C001,Karnal,Gram,43,34,9,3,7.0,6.69,13,4,0,0,27.7
C001,Karnal,Mustard,16,15,1,2,6.0,5.37,13,2,0,0,2.3
C003,Indore,Mustard,51,16,35,3,7.0,8.02,15,6,1,0,98.5
C004,Sehore,Maize,37,21,16,5,7.0,7.79,17,2,0,0,23.9
C001,Karnal,Paddy,59,32,27,6,4.0,8.19,17,3,0,0,19.9
C002,Ludhiana,Mustard,54,41,13,6,8.0,8.01,10,5,0,0,20.7
C001,Karnal,Mustard,60,30,30,3,6.0,3.32,8,5,0,0,65.1
C003,Indore,Mustard,34,18,16,2,5.0,5.49,11,1,0,0,53.3
C003,Indore,Wheat,34,11,23,5,5.0,5.77,18,3,0,0,27.4
C004,Sehore,Soybean,38,13,25,3,4.0,4.55,10,3,0,0,37.9
C004,Sehore,Gram,32,27,5,5,8.0,5.91,17,0,1,0,10.2
C002,Ludhiana,Mustard,38,5,33,4,6.0,6.88,14,0,1,0,73.7
C002,Ludhiana,Wheat,38,10,28,3,6.0,4.72,18,1,0,0,58.5
C004,Sehore,Maize,48,31,17,5,4.0,3.44,14,5,0,0,17.5
C001,Karnal,Mustard,16,15,1,2,7.0,4.55,17,4,0,0,3.4
C004,Sehore,Maize,28,24,4,5,7.0,5.4,18,0,1,0,8.1
C004,Sehore,Gram,61,39,22,4,7.0,9.77,9,6,1,0,46.6
C004,Sehore,Maize,27,26,1,2,5.0,9.59,17,2,0,0,3.9
C004,Sehore,Soybean,26,7,19,2,7.0,2.97,15,3,0,0,70.3
C003,Indore,Mustard,67,23,44,5,6.0,8.13,8,4,0,0,57.3
C004,Sehore,Wheat,65,45,20,5,6.0,2.28,9,2,0,0,26.5
C004,Sehore,Paddy,46,11,35,3,4.0,3.01,10,5,0,0,52.4
C003,Indore,Soybean,75,41,34,6,5.0,5.67,9,2,0,0,31.0
C001,Karnal,Soybean,67,45,22,6,4.0,7.99,14,3,0,1,19.1
C003,Indore,Maize,25,17,8,2,7.0,6.57,12,4,0,0,37.4
C002,Ludhiana,Maize,72,35,37,2,6.0,3.72,14,2,0,0,144.3
C003,Indore,Gram,42,16,26,2,8.0,7.43,12,0,1,0,150.7
C004,Sehore,Maize,52,34,18,3,6.0,6.79,18,2,0,0,37.1
C003,Indore,Paddy,69,50,19,2,8.0,6.87,15,4,0,0,78.7
C005,Nashik,Soybean,27,26,1,5,8.0,4.72,13,6,1,0,2.3
C004,Sehore,Paddy,73,29,44,6,5.0,4.05,8,5,0,0,43.8
C004,Sehore,Gram,52,38,14,4,4.0,4.95,12,6,1,0,22.5
C001,Karnal,Paddy,55,44,11,6,8.0,4.81,14,3,0,0,17.7
C003,Indore,Gram,64,39,25,5,5.0,3.05,17,6,1,0,31.3
C002,Ludhiana,Wheat,27,15,12,6,6.0,8.13,14,4,0,0,17.4
C004,Sehore,Gram,69,45,24,4,6.0,2.85,18,5,0,0,38.2
C005,Nashik,Gram,62,36,26,5,5.0,8.05,12,6,1,0,39.1
C002,Ludhiana,Soybean,61,26,35,4,4.0,8.1,18,1,0,0,37.6
C005,Nashik,Maize,44,17,27,5,7.0,7.09,17,1,0,0,41.5
C001,Karnal,Gram,27,25,2,6,7.0,6.88,10,4,0,0,3.3
C003,Indore,Wheat,73,37,36,6,7.0,8.91,10,3,0,0,47.8
C002,Ludhiana,Soybean,32,23,9,3,6.0,2.52,8,1,0,0,18.9
C005,Nashik,Soybean,67,37,30,3,5.0,7.13,17,6,1,0,62.8
C002,Ludhiana,Paddy,8,7,1,5,4.0,7.46,14,6,1,0,1.2
C004,Sehore,Wheat,47,12,35,5,6.0,7.73,17,5,0,0,47.1
C004,Sehore,Soybean,33,7,26,2,6.0,4.91,16,5,0,0,80.8
C001,Karnal,Wheat,50,12,38,3,6.0,7.78,13,3,0,0,98.1
C002,Ludhiana,Soybean,33,26,7,3,6.0,7.14,9,3,0,0,14.8
C002,Ludhiana,Mustard,78,33,45,4,6.0,4.65,15,5,0,0,72.0
C001,Karnal,Paddy,25,6,19,3,8.0,3.77,13,4,0,0,64.8
C002,Ludhiana,Gram,77,48,29,4,7.0,4.36,10,1,0,0,55.7
C003,Indore,Maize,56,42,14,3,4.0,4.42,17,0,1,0,24.0
C005,Nashik,Soybean,38,27,11,5,8.0,7.15,17,6,1,0,21.7
C004,Sehore,Soybean,47,16,31,3,8.0,5.87,14,0,1,0,120.8
C002,Ludhiana,Mustard,32,22,10,3,5.0,6.87,9,5,0,0,17.9
C005,Nashik,Maize,32,17,15,2,8.0,4.91,8,3,0,0,63.6
C005,Nashik,Wheat,74,39,35,4,8.0,8.98,8,3,0,0,73.2
C003,Indore,Maize,64,49,15,3,5.0,7.74,10,0,1,0,29.6
C003,Indore,Wheat,47,38,9,3,4.0,4.42,11,1,0,0,17.1
C004,Sehore,Soybean,29,25,4,2,8.0,8.32,9,1,0,0,16.2
C004,Sehore,Paddy,56,18,38,2,8.0,6.79,12,4,0,1,156.3
C001,Karnal,Maize,83,45,38,5,5.0,6.92,15,0,1,0,47.9
C003,Indore,Soybean,68,35,33,3,6.0,6.11,18,2,0,0,70.1
C003,Indore,Mustard,65,45,20,6,8.0,5.52,10,3,0,1,25.3
C005,Nashik,Soybean,21,9,12,5,5.0,8.08,18,2,0,0,14.9
C003,Indore,Maize,24,11,13,6,5.0,8.1,11,2,0,0,14.4
C005,Nashik,Soybean,58,18,40,2,6.0,6.57,10,2,0,0,125.9
C002,Ludhiana,Paddy,59,38,21,6,5.0,9.85,18,4,0,0,21.1
C003,Indore,Paddy,48,28,20,4,7.0,3.16,13,5,0,0,47.1
C004,Sehore,Mustard,57,31,26,5,8.0,2.05,14,0,1,0,62.3
C002,Ludhiana,Soybean,31,18,13,4,4.0,7.3,12,2,0,0,15.9
C004,Sehore,Soybean,53,17,36,4,8.0,8.38,17,4,0,0,75.4
C001,Karnal,Paddy,73,42,31,3,6.0,5.76,8,6,1,0,75.8
C004,Sehore,Paddy,67,29,38,4,8.0,2.47,8,5,0,0,80.7
C004,Sehore,Mustard,18,9,9,2,7.0,4.6,14,6,1,0,45.0
C003,Indore,Gram,39,33,6,3,8.0,3.96,17,4,0,0,15.8
C005,Nashik,Mustard,54,49,5,2,5.0,7.69,13,6,1,0,19.7
C002,Ludhiana,Paddy,49,34,15,4,7.0,4.9,11,5,0,0,33.6
C005,Nashik,Maize,54,46,8,2,5.0,5.29,14,6,1,0,27.9
C005,Nashik,Wheat,43,41,2,6,6.0,5.5,8,4,0,0,1.5
C005,Nashik,Soybean,67,45,22,4,8.0,2.54,9,4,0,0,46.9
C001,Karnal,Gram,47,41,6,3,8.0,9.38,17,5,0,0,17.7
C004,Sehore,Mustard,56,46,10,5,7.0,4.64,10,5,0,0,15.0
C004,Sehore,Wheat,24,5,19,5,8.0,6.99,14,0,1,0,45.3
C002,Ludhiana,Mustard,69,25,44,3,8.0,6.26,18,5,0,0,123.9
C003,Indore,Maize,27,14,13,6,5.0,3.65,10,0,1,0,14.4
C001,Karnal,Paddy,30,25,5,6,6.0,8.96,11,5,0,0,6.1
C004,Sehore,Mustard,29,6,23,3,5.0,3.1,15,0,1,0,46.3
C004,Sehore,Maize,37,33,4,3,7.0,5.51,11,1,0,0,12.5
C001,Karnal,Wheat,76,38,38,3,8.0,2.97,11,0,1,0,151.2
C003,Indore,Maize,31,18,13,4,7.0,9.88,16,2,0,0,24.3
C004,Sehore,Wheat,57,30,27,2,7.0,9.69,9,2,0,0,97.0
C001,Karnal,Soybean,55,10,45,4,5.0,7.2,14,3,0,1,63.5
C003,Indore,Wheat,53,41,12,3,5.0,2.07,16,1,0,0,21.3
C001,Karnal,Wheat,66,23,43,6,5.0,4.97,14,6,1,0,55.4
C005,Nashik,Paddy,23,15,8,3,6.0,2.24,11,2,0,0,20.5
C003,Indore,Gram,28,26,2,4,4.0,2.23,15,0,1,0,1.1
C004,Sehore,Wheat,77,38,39,6,7.0,3.36,9,0,1,0,55.9
C004,Sehore,Wheat,61,31,30,2,7.0,8.85,16,3,0,0,109.0
C001,Karnal,Mustard,30,13,17,5,7.0,4.58,16,2,0,0,26.5
C001,Karnal,Soybean,26,13,13,5,8.0,3.75,10,6,1,0,24.4
C001,Karnal,Maize,63,44,19,2,7.0,2.84,11,2,0,0,86.0
C003,Indore,Maize,72,38,34,5,8.0,6.62,12,6,1,0,81.6
C003,Indore,Maize,32,29,3,3,8.0,7.06,11,1,0,1,8.9
C002,Ludhiana,Paddy,42,41,1,5,6.0,5.85,13,1,0,0,2.9
C005,Nashik,Soybean,74,44,30,5,5.0,4.1,15,0,1,0,38.7
C005,Nashik,Mustard,43,26,17,4,5.0,8.46,15,6,1,0,27.1
C003,Indore,Gram,56,32,24,4,4.0,7.14,16,1,0,0,28.8
C001,Karnal,Wheat,36,27,9,6,6.0,4.46,14,4,0,0,10.7
C005,Nashik,Paddy,27,14,13,5,8.0,8.72,11,6,1,0,32.4
C003,Indore,Gram,75,38,37,6,5.0,6.2,16,2,0,0,36.0
C005,Nashik,Paddy,55,48,7,4,5.0,3.33,18,6,1,0,12.3
C002,Ludhiana,Gram,35,22,13,6,7.0,2.39,14,2,0,0,20.6
C004,Sehore,Soybean,33,24,9,5,6.0,2.0,12,5,0,0,13.8
C005,Nashik,Gram,40,13,27,2,4.0,3.15,10,6,1,0,67.2
